Company,Role,Experience Level (Years),Salary (INR in LPA)
PwC,Marketing Analyst,3-5,7.8
Infosys,Data Analyst,0-1,3.8
Infosys,Data Analyst,7+,11.9
EY,Financial Analyst,5-7,10.7
Genpact,Marketing Analyst,5-7,8.5
Cognizant,Financial Analyst,3-5,8.1
Capgemini,Data Analyst,7+,12
Wipro,Operations Analyst,5-7,9.1
ZS Associates,Business Analyst,7+,13.6
PwC,Marketing Analyst,1-2,5.4
Infosys,Operations Analyst,3-5,6.1
TCS,Marketing Analyst,7+,10.6
Capgemini,Operations Analyst,0-1,4.3
Cognizant,Business Analyst,5-7,11.1
KPMG,Financial Analyst,7+,11.5
HCL,Operations Analyst,0-1,3
PwC,Data Analyst,5-7,9.8
HCL,Marketing Analyst,0-1,4.3
Wipro,Operations Analyst,1-2,4.3
EY,Business Analyst,7+,13.2
IBM,Operations Analyst,7+,10.4
Cognizant,Operations Analyst,0-1,4.9
TCS,Financial Analyst,3-5,8.4
Genpact,Financial Analyst,5-7,10.7
Capgemini,Financial Analyst,1-2,5.5
Wipro,Operations Analyst,2-3,5.1
Infosys,Financial Analyst,3-5,9.1
Accenture,Operations Analyst,2-3,6.2
Genpact,Business Analyst,3-5,8.1
KPMG,Financial Analyst,2-3,6.1
Wipro,Business Analyst,0-1,4.7
Cognizant,Business Analyst,7+,12.7
TCS,Marketing Analyst,7+,10.2
Cognizant,Data Analyst,5-7,9.7
Infosys,Marketing Analyst,5-7,9.2
Cognizant,Data Analyst,1-2,6.7
PwC,Data Analyst,5-7,9.1
KPMG,Operations Analyst,7+,9.6
TCS,Data Analyst,0-1,4.4
TCS,Marketing Analyst,2-3,6.3
McKinsey,Marketing Analyst,3-5,7.9
HCL,Marketing Analyst,7+,11.8
Deloitte,Marketing Analyst,5-7,7.7
Accenture,Operations Analyst,2-3,5.5
KPMG,Financial Analyst,5-7,10.8
KPMG,Financial Analyst,1-2,6
PwC,Operations Analyst,0-1,4.4
Infosys,Data Analyst,1-2,6
Accenture,Data Analyst,5-7,9.4
TCS,Financial Analyst,7+,12.5
ZS Associates,Operations Analyst,0-1,4.4
EY,Data Analyst,1-2,4.6
Wipro,Operations Analyst,1-2,5.3
HCL,Marketing Analyst,3-5,7.5
ZS Associates,Data Analyst,2-3,6.1
PwC,Financial Analyst,3-5,8.4
Deloitte,Data Analyst,2-3,6.7
Capgemini,Marketing Analyst,1-2,5.1
PwC,Operations Analyst,1-2,4.4
Wipro,Financial Analyst,2-3,7.3
Accenture,Operations Analyst,3-5,6.5
IBM,Marketing Analyst,7+,11.1
EY,Business Analyst,7+,12.7
Cognizant,Marketing Analyst,3-5,7.6
Capgemini,Business Analyst,7+,12.8
McKinsey,Data Analyst,3-5,8.1
Deloitte,Operations Analyst,1-2,5.4
Wipro,Operations Analyst,2-3,6
TCS,Data Analyst,5-7,10.2
KPMG,Financial Analyst,1-2,5.8
Infosys,Data Analyst,3-5,7.5
Capgemini,Operations Analyst,1-2,4.7
Infosys,Marketing Analyst,0-1,3.8
TCS,Operations Analyst,2-3,6.3
Genpact,Operations Analyst,5-7,8.5
Genpact,Data Analyst,7+,12.2
Cognizant,Marketing Analyst,1-2,4.5
TCS,Marketing Analyst,2-3,5.5
Deloitte,Marketing Analyst,1-2,4.6
ZS Associates,Business Analyst,2-3,6.8
EY,Operations Analyst,1-2,5.2
ZS Associates,Marketing Analyst,5-7,8.4
Infosys,Operations Analyst,7+,9.9
PwC,Business Analyst,7+,12.8
McKinsey,Operations Analyst,0-1,4.3
Infosys,Business Analyst,7+,13.3
Capgemini,Business Analyst,3-5,7.6
Capgemini,Marketing Analyst,3-5,7.6
HCL,Business Analyst,7+,12.1
PwC,Financial Analyst,1-2,6.1
IBM,Operations Analyst,0-1,4.1
Deloitte,Financial Analyst,7+,12.4
Infosys,Business Analyst,7+,12.5
Cognizant,Financial Analyst,7+,12.7
Deloitte,Marketing Analyst,7+,10.6
IBM,Operations Analyst,5-7,9.1
Genpact,Operations Analyst,7+,11
HCL,Operations Analyst,2-3,5.4
HCL,Business Analyst,2-3,7.2
IBM,Business Analyst,3-5,9.5
KPMG,Data Analyst,0-1,5.1
KPMG,Operations Analyst,1-2,5.6
HCL,Financial Analyst,5-7,10.7
PwC,Data Analyst,5-7,10.7
PwC,Data Analyst,5-7,10.6
Cognizant,Financial Analyst,5-7,10.3
HCL,Marketing Analyst,2-3,6.7
Deloitte,Data Analyst,2-3,6.2
Infosys,Data Analyst,1-2,5.9
KPMG,Financial Analyst,0-1,4.3
Capgemini,Operations Analyst,3-5,7.2
PwC,Financial Analyst,7+,14
EY,Data Analyst,2-3,5.8
Genpact,Data Analyst,1-2,5.2
Capgemini,Data Analyst,1-2,5.5
McKinsey,Data Analyst,7+,11.5
Wipro,Business Analyst,7+,12.2
Genpact,Operations Analyst,7+,9.7
McKinsey,Operations Analyst,0-1,3.4
Deloitte,Data Analyst,0-1,4.9
KPMG,Operations Analyst,5-7,9.2
Wipro,Marketing Analyst,7+,11.2
Wipro,Operations Analyst,1-2,5.7
Accenture,Data Analyst,2-3,7.3
Wipro,Financial Analyst,7+,12.3
PwC,Operations Analyst,1-2,5.1
TCS,Business Analyst,0-1,5.8
Deloitte,Operations Analyst,7+,9.8
TCS,Operations Analyst,2-3,5.5
TCS,Data Analyst,7+,11.2
Accenture,Data Analyst,0-1,5.2
TCS,Marketing Analyst,3-5,7
Accenture,Marketing Analyst,5-7,8.7
Infosys,Business Analyst,5-7,11.3
EY,Business Analyst,1-2,5
Cognizant,Financial Analyst,2-3,7.1
Deloitte,Financial Analyst,1-2,5.7
Wipro,Business Analyst,3-5,8.8
Infosys,Financial Analyst,7+,11.9
Infosys,Financial Analyst,0-1,3.9
ZS Associates,Data Analyst,0-1,4.2
Deloitte,Financial Analyst,1-2,5.4
IBM,Marketing Analyst,7+,10.5
Genpact,Financial Analyst,0-1,4.9
Genpact,Financial Analyst,0-1,5.5
Deloitte,Financial Analyst,3-5,8
Cognizant,Data Analyst,7+,12.6
IBM,Data Analyst,5-7,9.6
Capgemini,Operations Analyst,3-5,6.6
Infosys,Financial Analyst,2-3,6.9
Cognizant,Business Analyst,3-5,8
EY,Business Analyst,7+,13.5
Accenture,Business Analyst,3-5,8.6
HCL,Data Analyst,0-1,4.9
Accenture,Financial Analyst,5-7,11
McKinsey,Financial Analyst,1-2,5.2
Cognizant,Marketing Analyst,3-5,7.8
TCS,Financial Analyst,5-7,10.4
KPMG,Data Analyst,0-1,4.9
Genpact,Financial Analyst,3-5,7.8
Infosys,Business Analyst,1-2,5.7
IBM,Data Analyst,1-2,5.2
TCS,Data Analyst,1-2,5.5
Genpact,Operations Analyst,5-7,9.2
Cognizant,Financial Analyst,7+,13.3
Cognizant,Marketing Analyst,0-1,4.5
EY,Data Analyst,3-5,8.6
IBM,Business Analyst,5-7,11.4
Deloitte,Data Analyst,7+,12.1
KPMG,Business Analyst,2-3,7.1
ZS Associates,Business Analyst,3-5,8.8
Accenture,Marketing Analyst,1-2,4.8
PwC,Operations Analyst,0-1,4.1
Accenture,Financial Analyst,0-1,5
Capgemini,Business Analyst,0-1,5.5
PwC,Marketing Analyst,0-1,4.3
PwC,Financial Analyst,2-3,6.9
Genpact,Marketing Analyst,1-2,4.7
Capgemini,Marketing Analyst,5-7,9.3
Wipro,Financial Analyst,2-3,6.9
Cognizant,Operations Analyst,2-3,6.4
IBM,Marketing Analyst,7+,10.5
EY,Marketing Analyst,3-5,7.5
EY,Marketing Analyst,0-1,3.9
Cognizant,Data Analyst,2-3,6.7
Genpact,Data Analyst,3-5,7.7
Genpact,Data Analyst,2-3,6.2
Genpact,Business Analyst,0-1,4.9
PwC,Financial Analyst,1-2,5.5
Wipro,Marketing Analyst,1-2,5.7
Infosys,Financial Analyst,1-2,6.6
ZS Associates,Business Analyst,1-2,4.8
Infosys,Data Analyst,0-1,4.9
TCS,Operations Analyst,3-5,7.5
KPMG,Data Analyst,3-5,7
McKinsey,Marketing Analyst,7+,10.3
Deloitte,Operations Analyst,7+,9.4
Genpact,Financial Analyst,5-7,10.3
Accenture,Financial Analyst,1-2,4.8
Genpact,Marketing Analyst,3-5,7.6
PwC,Operations Analyst,7+,10.5
McKinsey,Operations Analyst,1-2,5.5
IBM,Operations Analyst,5-7,9.5
Capgemini,Marketing Analyst,5-7,8.4
Capgemini,Data Analyst,5-7,9.7
Genpact,Operations Analyst,1-2,5.5
McKinsey,Data Analyst,3-5,7.3
PwC,Operations Analyst,1-2,5.1
ZS Associates,Marketing Analyst,1-2,4.8
KPMG,Operations Analyst,1-2,5.1
Infosys,Marketing Analyst,1-2,4.9
Genpact,Operations Analyst,2-3,6
EY,Operations Analyst,1-2,4.7
TCS,Financial Analyst,2-3,7.2
TCS,Data Analyst,2-3,5.9
Wipro,Operations Analyst,1-2,4.7
KPMG,Operations Analyst,5-7,8.6
KPMG,Financial Analyst,5-7,10.3
Accenture,Business Analyst,0-1,5.3
ZS Associates,Data Analyst,3-5,7.5
Deloitte,Data Analyst,7+,12
TCS,Financial Analyst,5-7,10.8
ZS Associates,Financial Analyst,3-5,8.4
Infosys,Business Analyst,7+,14.2
Accenture,Financial Analyst,1-2,5.8
KPMG,Business Analyst,3-5,8
Deloitte,Business Analyst,3-5,7.9
Wipro,Financial Analyst,3-5,7.9
Deloitte,Marketing Analyst,2-3,5.4
Accenture,Business Analyst,3-5,9.3
KPMG,Operations Analyst,1-2,4.9
PwC,Marketing Analyst,0-1,4.2
TCS,Operations Analyst,0-1,3.7
PwC,Financial Analyst,2-3,6.5
ZS Associates,Marketing Analyst,0-1,4.8
TCS,Business Analyst,1-2,5.9
Deloitte,Data Analyst,1-2,5.5
Cognizant,Marketing Analyst,3-5,8.4
TCS,Business Analyst,2-3,7.6
Infosys,Marketing Analyst,5-7,9.9
Genpact,Financial Analyst,3-5,8.9
HCL,Operations Analyst,7+,10.2
HCL,Marketing Analyst,7+,11
Cognizant,Operations Analyst,1-2,5.3
Cognizant,Operations Analyst,7+,10.6
TCS,Marketing Analyst,0-1,4.5
Infosys,Operations Analyst,1-2,4.8
EY,Marketing Analyst,5-7,8.3
HCL,Business Analyst,3-5,8.6
Deloitte,Data Analyst,2-3,6.4
Accenture,Marketing Analyst,1-2,5.2
Infosys,Financial Analyst,3-5,8.4
ZS Associates,Marketing Analyst,7+,10.5
KPMG,Financial Analyst,3-5,8.4
IBM,Marketing Analyst,2-3,5.4
PwC,Marketing Analyst,2-3,5.6
Accenture,Operations Analyst,3-5,7.1
PwC,Financial Analyst,1-2,6.2
Accenture,Data Analyst,5-7,9.7
Accenture,Data Analyst,0-1,4
Deloitte,Operations Analyst,2-3,6.1
ZS Associates,Business Analyst,1-2,6.3
Accenture,Data Analyst,5-7,11.1
Wipro,Operations Analyst,1-2,4.7
Genpact,Operations Analyst,0-1,3.6
HCL,Financial Analyst,1-2,5.8
Deloitte,Marketing Analyst,7+,10.4
Genpact,Data Analyst,5-7,9.7
Capgemini,Operations Analyst,0-1,4.4
EY,Marketing Analyst,3-5,6.4
HCL,Financial Analyst,3-5,7.9
EY,Marketing Analyst,3-5,6.9
Accenture,Marketing Analyst,1-2,4.1
HCL,Operations Analyst,3-5,7.3
KPMG,Operations Analyst,2-3,5.3
IBM,Business Analyst,3-5,8.2
HCL,Operations Analyst,5-7,8.5
Cognizant,Financial Analyst,5-7,10.6
Capgemini,Marketing Analyst,0-1,3.7
Wipro,Financial Analyst,7+,12.6
Cognizant,Operations Analyst,2-3,6.2
KPMG,Data Analyst,5-7,9.2
PwC,Operations Analyst,5-7,8.6
ZS Associates,Marketing Analyst,3-5,7.7
Capgemini,Marketing Analyst,5-7,8.7
Accenture,Data Analyst,7+,11.7
Accenture,Marketing Analyst,7+,10.6
Wipro,Marketing Analyst,5-7,8.7
Wipro,Data Analyst,2-3,5.9
Cognizant,Financial Analyst,2-3,6.5
KPMG,Data Analyst,3-5,8.5
Genpact,Financial Analyst,3-5,8.3
TCS,Operations Analyst,7+,9.6
Wipro,Financial Analyst,5-7,10.4
Infosys,Operations Analyst,3-5,6.5
Accenture,Data Analyst,7+,13.2
Accenture,Operations Analyst,5-7,8.1
Accenture,Data Analyst,3-5,8.2
Genpact,Data Analyst,5-7,10.1
EY,Business Analyst,1-2,6.1
Infosys,Business Analyst,3-5,7.6
TCS,Data Analyst,3-5,9.2
TCS,Data Analyst,5-7,9.9
Cognizant,Operations Analyst,2-3,5.5
McKinsey,Data Analyst,7+,12.9
Cognizant,Operations Analyst,0-1,3.8
TCS,Business Analyst,1-2,6.4
Capgemini,Operations Analyst,0-1,3.7
ZS Associates,Data Analyst,2-3,5.6
KPMG,Financial Analyst,7+,11.7
IBM,Data Analyst,7+,12.8
ZS Associates,Business Analyst,2-3,6.7
Accenture,Data Analyst,3-5,8.4
Wipro,Business Analyst,7+,13.9
Deloitte,Business Analyst,1-2,6
McKinsey,Operations Analyst,2-3,5.4
TCS,Operations Analyst,7+,9.9
TCS,Marketing Analyst,1-2,5.3
ZS Associates,Financial Analyst,5-7,10.2
Deloitte,Financial Analyst,5-7,10.8
IBM,Data Analyst,7+,12.6
Wipro,Financial Analyst,3-5,8.3
Cognizant,Financial Analyst,3-5,8.3
Deloitte,Business Analyst,7+,13
Wipro,Financial Analyst,2-3,6.5
ZS Associates,Marketing Analyst,1-2,4.8
EY,Operations Analyst,7+,11.2
EY,Financial Analyst,2-3,7.1
Cognizant,Operations Analyst,2-3,5.3
McKinsey,Operations Analyst,2-3,6.5
HCL,Operations Analyst,7+,10.3
IBM,Operations Analyst,0-1,3.7
Genpact,Data Analyst,7+,12.2
ZS Associates,Data Analyst,2-3,6.6
Wipro,Operations Analyst,3-5,7.3
HCL,Data Analyst,2-3,6.5
Deloitte,Business Analyst,7+,13
KPMG,Financial Analyst,1-2,6.9
KPMG,Operations Analyst,5-7,8.7
ZS Associates,Marketing Analyst,1-2,5.5
Wipro,Operations Analyst,0-1,3.3
Wipro,Data Analyst,2-3,6.9
Infosys,Data Analyst,5-7,10.9
KPMG,Financial Analyst,0-1,4.9
PwC,Operations Analyst,5-7,8.5
HCL,Operations Analyst,1-2,4.9
IBM,Business Analyst,1-2,5.7
Wipro,Financial Analyst,5-7,10.8
McKinsey,Marketing Analyst,0-1,4.3
Wipro,Financial Analyst,0-1,5.6
PwC,Financial Analyst,3-5,9.2
Deloitte,Financial Analyst,5-7,10.7
Genpact,Operations Analyst,2-3,6.4
Infosys,Marketing Analyst,3-5,7
HCL,Business Analyst,1-2,5.9
Wipro,Financial Analyst,2-3,6.2
Genpact,Operations Analyst,3-5,6.4
Deloitte,Financial Analyst,7+,13
EY,Data Analyst,5-7,9.4
TCS,Operations Analyst,5-7,9.2
TCS,Data Analyst,0-1,5.1
KPMG,Marketing Analyst,0-1,4.4
TCS,Marketing Analyst,3-5,6.6
KPMG,Operations Analyst,0-1,3.5
Cognizant,Business Analyst,2-3,6.7
ZS Associates,Financial Analyst,5-7,10.9
McKinsey,Financial Analyst,5-7,10.3
TCS,Operations Analyst,2-3,5.3
Wipro,Marketing Analyst,3-5,7
Infosys,Marketing Analyst,5-7,8.7
HCL,Business Analyst,1-2,6.4
TCS,Financial Analyst,2-3,6.7
Cognizant,Operations Analyst,3-5,7.7
Capgemini,Business Analyst,0-1,4.2
Accenture,Operations Analyst,0-1,5.6
PwC,Operations Analyst,0-1,4.8
Cognizant,Marketing Analyst,0-1,3.7
IBM,Marketing Analyst,7+,11.4
McKinsey,Business Analyst,3-5,8.4
Genpact,Financial Analyst,0-1,4.8
Deloitte,Marketing Analyst,1-2,4.6
Infosys,Business Analyst,2-3,6.2
Cognizant,Operations Analyst,5-7,8.7
TCS,Data Analyst,7+,11.6
PwC,Business Analyst,3-5,8.4
Infosys,Financial Analyst,1-2,6.1
Deloitte,Business Analyst,3-5,8.7
Cognizant,Business Analyst,2-3,6.5
IBM,Data Analyst,7+,11.5
Capgemini,Financial Analyst,1-2,6.3
TCS,Financial Analyst,2-3,7
Wipro,Data Analyst,5-7,9.9
Infosys,Financial Analyst,1-2,5.3
Capgemini,Business Analyst,0-1,5.3
HCL,Marketing Analyst,5-7,9.6
Wipro,Financial Analyst,1-2,6.1
Capgemini,Operations Analyst,1-2,5
TCS,Operations Analyst,0-1,4.6
Infosys,Data Analyst,0-1,4.1
TCS,Financial Analyst,5-7,11.3
KPMG,Business Analyst,3-5,9.2
EY,Financial Analyst,1-2,6.2
TCS,Business Analyst,2-3,7
Genpact,Marketing Analyst,3-5,7.2
Genpact,Marketing Analyst,5-7,8.8
Infosys,Data Analyst,5-7,9.6
TCS,Business Analyst,1-2,7.1
Infosys,Business Analyst,3-5,8.9
Cognizant,Marketing Analyst,3-5,7.6
HCL,Financial Analyst,0-1,5.5
KPMG,Marketing Analyst,1-2,4.2
ZS Associates,Marketing Analyst,3-5,7.4
McKinsey,Operations Analyst,5-7,8.3
Capgemini,Operations Analyst,7+,10.4
Deloitte,Financial Analyst,7+,12.2
IBM,Business Analyst,0-1,4.8
McKinsey,Financial Analyst,5-7,10.3
ZS Associates,Financial Analyst,0-1,4.7
PwC,Operations Analyst,5-7,8.8
Genpact,Financial Analyst,2-3,6.7
Cognizant,Operations Analyst,5-7,8.9
Deloitte,Financial Analyst,2-3,6.9
KPMG,Financial Analyst,5-7,11.5
HCL,Business Analyst,7+,12.9
Deloitte,Financial Analyst,1-2,6.1
EY,Data Analyst,2-3,7
EY,Business Analyst,0-1,5.1
Deloitte,Data Analyst,5-7,9.2
McKinsey,Data Analyst,5-7,10
Genpact,Data Analyst,5-7,10.1
McKinsey,Business Analyst,1-2,6.8
KPMG,Data Analyst,5-7,9.5
PwC,Operations Analyst,5-7,8.3
ZS Associates,Data Analyst,7+,11.2
Cognizant,Financial Analyst,2-3,6.4
ZS Associates,Data Analyst,0-1,4.9
Genpact,Business Analyst,1-2,6
IBM,Business Analyst,1-2,6.4
KPMG,Data Analyst,2-3,6.7
Deloitte,Marketing Analyst,1-2,4.4
IBM,Financial Analyst,3-5,9
Genpact,Business Analyst,5-7,10.7
EY,Business Analyst,5-7,11.5
Genpact,Business Analyst,1-2,6
HCL,Operations Analyst,3-5,7.2
McKinsey,Financial Analyst,3-5,7.8
EY,Financial Analyst,1-2,6.1
Accenture,Operations Analyst,5-7,9.4
Infosys,Financial Analyst,5-7,11.7
IBM,Data Analyst,3-5,8.5
Capgemini,Marketing Analyst,3-5,7.4
Genpact,Operations Analyst,1-2,4.2
McKinsey,Operations Analyst,2-3,6.1
Capgemini,Financial Analyst,0-1,4.9
Accenture,Financial Analyst,1-2,6
IBM,Financial Analyst,2-3,7
KPMG,Operations Analyst,0-1,3.4
KPMG,Operations Analyst,1-2,4.9
KPMG,Business Analyst,7+,12.5
KPMG,Operations Analyst,1-2,3.6
Infosys,Operations Analyst,0-1,4.3
HCL,Marketing Analyst,2-3,5.7
PwC,Financial Analyst,0-1,4.6
Accenture,Financial Analyst,2-3,7.3
TCS,Data Analyst,3-5,8.2
TCS,Marketing Analyst,2-3,6.4
McKinsey,Marketing Analyst,7+,11.6
ZS Associates,Financial Analyst,7+,13
HCL,Operations Analyst,5-7,8.7
KPMG,Marketing Analyst,3-5,8.1
KPMG,Operations Analyst,5-7,8.1
Infosys,Marketing Analyst,1-2,5.6
Wipro,Data Analyst,0-1,4.6
Cognizant,Operations Analyst,0-1,3.5
Wipro,Operations Analyst,7+,9.9
ZS Associates,Operations Analyst,7+,11.1
ZS Associates,Marketing Analyst,1-2,4.8
Deloitte,Data Analyst,1-2,5
ZS Associates,Business Analyst,1-2,6.7
Cognizant,Operations Analyst,3-5,7
Capgemini,Operations Analyst,3-5,7.9
Deloitte,Business Analyst,2-3,6.9
McKinsey,Data Analyst,5-7,10
Wipro,Marketing Analyst,7+,11.3
Genpact,Marketing Analyst,2-3,5.8
EY,Operations Analyst,2-3,6.2
KPMG,Data Analyst,0-1,4.5
Cognizant,Marketing Analyst,0-1,4.5
McKinsey,Operations Analyst,5-7,8.5
Accenture,Business Analyst,1-2,6.2
Genpact,Data Analyst,5-7,9.4
PwC,Data Analyst,5-7,9.9
Deloitte,Financial Analyst,1-2,5.7
Cognizant,Financial Analyst,1-2,6.7
Wipro,Operations Analyst,3-5,6.4
Deloitte,Marketing Analyst,2-3,5.7
Accenture,Financial Analyst,5-7,10
TCS,Data Analyst,5-7,10.2
Wipro,Marketing Analyst,1-2,5.4
ZS Associates,Operations Analyst,2-3,5.1
Capgemini,Operations Analyst,1-2,4.6
Genpact,Data Analyst,5-7,10.1
Genpact,Marketing Analyst,3-5,7.7
Deloitte,Business Analyst,1-2,6.2
Cognizant,Business Analyst,0-1,5.4
PwC,Financial Analyst,5-7,9.7
IBM,Data Analyst,5-7,9.8
ZS Associates,Marketing Analyst,1-2,4.9
PwC,Financial Analyst,1-2,5.9
PwC,Financial Analyst,5-7,10.4
Genpact,Business Analyst,0-1,5.3
Accenture,Financial Analyst,2-3,6.6
Cognizant,Operations Analyst,5-7,8.8
IBM,Financial Analyst,2-3,5.8
ZS Associates,Data Analyst,1-2,5.8
Wipro,Operations Analyst,0-1,4.5
Accenture,Financial Analyst,7+,12.6
HCL,Marketing Analyst,2-3,6.2
Infosys,Operations Analyst,0-1,4.2
TCS,Marketing Analyst,3-5,7.1
TCS,Financial Analyst,0-1,5.1
HCL,Financial Analyst,0-1,4.8
Genpact,Data Analyst,3-5,8.4
Capgemini,Financial Analyst,7+,13.2
McKinsey,Marketing Analyst,7+,11
McKinsey,Data Analyst,7+,12.5
Capgemini,Business Analyst,3-5,9
IBM,Data Analyst,2-3,7.1
ZS Associates,Business Analyst,1-2,5.6
HCL,Marketing Analyst,7+,10.6
Genpact,Marketing Analyst,0-1,3.8
PwC,Data Analyst,0-1,4.3
Infosys,Business Analyst,5-7,10.8
TCS,Financial Analyst,1-2,5.1
McKinsey,Business Analyst,5-7,10.6
Genpact,Operations Analyst,7+,9.9
PwC,Financial Analyst,5-7,10.6
IBM,Data Analyst,5-7,10.3
HCL,Financial Analyst,1-2,5.7
ZS Associates,Financial Analyst,5-7,10.1
ZS Associates,Data Analyst,0-1,3.9
TCS,Operations Analyst,0-1,3
ZS Associates,Business Analyst,0-1,4.8
KPMG,Business Analyst,5-7,11.7
PwC,Financial Analyst,1-2,5.8
Deloitte,Business Analyst,0-1,5.8
KPMG,Operations Analyst,1-2,4.9
TCS,Marketing Analyst,1-2,4.6
McKinsey,Marketing Analyst,0-1,4.5
TCS,Data Analyst,3-5,7.5
PwC,Marketing Analyst,0-1,3.1
KPMG,Operations Analyst,0-1,4.2
TCS,Operations Analyst,1-2,5.6
TCS,Business Analyst,7+,13.6
Infosys,Data Analyst,3-5,9
KPMG,Data Analyst,7+,12.3
ZS Associates,Business Analyst,0-1,5
McKinsey,Data Analyst,3-5,7.8
HCL,Financial Analyst,5-7,10.8
Deloitte,Data Analyst,0-1,3.9
Infosys,Business Analyst,2-3,7.6
Cognizant,Marketing Analyst,7+,11.4
TCS,Data Analyst,1-2,6.4
IBM,Financial Analyst,0-1,5.1
TCS,Operations Analyst,3-5,7.5
Deloitte,Operations Analyst,0-1,3.9
Genpact,Financial Analyst,5-7,10
Wipro,Financial Analyst,3-5,7.4
Accenture,Marketing Analyst,5-7,9.4
Infosys,Financial Analyst,0-1,4.7
McKinsey,Operations Analyst,7+,10.7
McKinsey,Marketing Analyst,7+,11.7
TCS,Financial Analyst,2-3,7.1
EY,Data Analyst,0-1,5.7
PwC,Data Analyst,3-5,7.8
Cognizant,Operations Analyst,1-2,5.1
Wipro,Operations Analyst,0-1,3.9
McKinsey,Financial Analyst,2-3,6.8
Deloitte,Marketing Analyst,7+,11.3
ZS Associates,Financial Analyst,1-2,6.1
TCS,Marketing Analyst,1-2,5.3
HCL,Operations Analyst,7+,10.4
Wipro,Operations Analyst,5-7,9.1
TCS,Financial Analyst,5-7,11
HCL,Operations Analyst,3-5,7.7
Accenture,Marketing Analyst,3-5,7.9
Genpact,Operations Analyst,7+,10.6
Wipro,Financial Analyst,0-1,4.5
ZS Associates,Financial Analyst,5-7,11
Accenture,Operations Analyst,3-5,6.6
Wipro,Data Analyst,0-1,5.4
PwC,Financial Analyst,1-2,6.1
Accenture,Marketing Analyst,0-1,5.1
Wipro,Business Analyst,7+,13.2
Genpact,Financial Analyst,1-2,5.4
PwC,Financial Analyst,5-7,10.2
PwC,Data Analyst,7+,12
Capgemini,Financial Analyst,0-1,4.9
Deloitte,Business Analyst,1-2,6.2
EY,Business Analyst,2-3,7.2
Capgemini,Business Analyst,3-5,8.8
HCL,Financial Analyst,7+,12.5
HCL,Financial Analyst,1-2,5.6
Genpact,Operations Analyst,3-5,7.1
HCL,Data Analyst,0-1,5.1
HCL,Data Analyst,7+,12.2
Accenture,Marketing Analyst,1-2,4.6
Cognizant,Data Analyst,5-7,9.6
Deloitte,Data Analyst,2-3,7
HCL,Financial Analyst,5-7,10.7
PwC,Financial Analyst,7+,11.1
EY,Business Analyst,7+,12.7
Genpact,Operations Analyst,0-1,4.4
Infosys,Business Analyst,2-3,7.7
EY,Data Analyst,2-3,6.6
Deloitte,Data Analyst,3-5,7.9
Accenture,Data Analyst,3-5,7.8
Capgemini,Financial Analyst,3-5,8.4
TCS,Financial Analyst,3-5,8.3
Deloitte,Marketing Analyst,0-1,3.5
PwC,Business Analyst,2-3,7
PwC,Operations Analyst,3-5,6.9
IBM,Financial Analyst,7+,13.9
McKinsey,Data Analyst,2-3,7.1
PwC,Operations Analyst,7+,10.2
Deloitte,Business Analyst,0-1,5.9
Capgemini,Data Analyst,1-2,6.5
Wipro,Operations Analyst,7+,10.8
Deloitte,Operations Analyst,0-1,4
Wipro,Marketing Analyst,0-1,3.4
Accenture,Marketing Analyst,7+,11.7
HCL,Marketing Analyst,2-3,5.2
TCS,Business Analyst,3-5,7.9
Deloitte,Data Analyst,0-1,5.1
McKinsey,Data Analyst,2-3,5.9
HCL,Financial Analyst,2-3,7.1
Wipro,Financial Analyst,0-1,4.5
TCS,Operations Analyst,7+,11.3
TCS,Business Analyst,5-7,11.1
Deloitte,Business Analyst,2-3,7.6
McKinsey,Operations Analyst,7+,10.7
KPMG,Marketing Analyst,1-2,5.7
Wipro,Data Analyst,1-2,4.9
KPMG,Marketing Analyst,7+,11.3
PwC,Financial Analyst,0-1,5.1
HCL,Marketing Analyst,3-5,8.6
Cognizant,Data Analyst,1-2,4.6
Accenture,Data Analyst,3-5,7.7
Deloitte,Business Analyst,7+,13.2
McKinsey,Financial Analyst,0-1,4.3
Genpact,Marketing Analyst,2-3,6.6
Capgemini,Business Analyst,0-1,5.1
Capgemini,Operations Analyst,5-7,9
EY,Operations Analyst,7+,10.2
McKinsey,Data Analyst,0-1,4
Genpact,Operations Analyst,1-2,4.9
TCS,Business Analyst,7+,13.2
Wipro,Data Analyst,2-3,5.9
KPMG,Business Analyst,5-7,11.2
Capgemini,Operations Analyst,2-3,5.6
IBM,Data Analyst,5-7,9.8
Wipro,Financial Analyst,2-3,7.2
Wipro,Marketing Analyst,7+,11.2
Deloitte,Marketing Analyst,1-2,6
McKinsey,Business Analyst,0-1,5.1
HCL,Data Analyst,1-2,5.5
ZS Associates,Marketing Analyst,2-3,5.9
IBM,Financial Analyst,0-1,3.9
HCL,Financial Analyst,1-2,5.5
Wipro,Operations Analyst,5-7,8.5
Deloitte,Financial Analyst,2-3,7.1
Genpact,Operations Analyst,5-7,8.5
Capgemini,Business Analyst,7+,13.1
IBM,Business Analyst,7+,13.3
IBM,Financial Analyst,7+,12.6
PwC,Business Analyst,3-5,7.7
Cognizant,Data Analyst,0-1,5.2
EY,Marketing Analyst,3-5,7.6
HCL,Marketing Analyst,0-1,4.3
McKinsey,Operations Analyst,2-3,5.9
KPMG,Operations Analyst,1-2,5.7
